dataset,variable,storage_type,stata_variable_label,definition,nonmissing_count,missing_count,unique_nonmissing,value_label_mappings_in_dataset,manuscript_definition,manuscript_source,documentation_status
spatial_distance_weights.dta,w430800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w430900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w431000,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w431100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w431200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w431300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w440100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w440200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w440300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w440400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w440500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w440600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w440700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w440800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w440900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w441200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w441300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w441400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w441500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w441600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w441700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w441800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w441900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w442000,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w445100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w445200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w445300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w450100,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w450200,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w450300,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w450400,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w450500,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w450600,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w450700,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w450800,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w450900,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
spatial_distance_weights.dta,w451000,float32,,Row-standardized geographic-distance spatial weight for the destination code in the suffix.,284,0,284,,,,Matrix element; row/column ordering remains to be verified.
